"","Destination","cd_lod_type","Source","Ms_Yr","Ms_Per","weightTon","transport_type"
"4925","USNNS","2","DKNAK",2019,7,2684.2,"MAR"
"4926","ARSPD","9","DKNAK",2022,5,3843.07,"MAR"
"4927","CIABJ","5","GHTEM",2022,9,1015.17,"MAR"
"4928","SEYST","6","CRMOB",2022,11,6569.53,"MAR"
"4929","GBSSS","3","ESSVQ",2019,4,3706.98,"MAR"
"4930","CIABJ","2","GBSSS",2021,1,1967.07,"MAR"
"4931","CIABJ","1","DKNAK",2018,8,5792.96,"MAR"
"4932","GBSOU","1","COTRB",2019,3,5649.01,"MAR"
"4933","GHTEM","5","GBLOW",2019,10,4592.48,"MAR"
"4934","ESSVQ","5","GBLOW",2021,11,9916.3,"MAR"
"4935","COTRB","9","DOMAN",2022,9,6588.27,"MAR"
"4936","GBSOU","5","SEYST",2019,1,2380.84,"MAR"
"4937","ESSVQ","6","GBLOW",2022,4,9189.66,"MAR"
"4938","COTRB","6","USNNS",2022,6,4578.79,"MAR"
"4939","CMDLA","6","GBLOW",2022,4,9640.34,"MAR"
"4940","ESSVQ","3","GBSOU",2020,7,9087.93,"MAR"
"4941","CIABJ","1","CRMOB",2022,5,5067,"MAR"
"4942","GBSSS","2","SEYST",2021,11,61.34,"MAR"
"4943","GHTEM","9","CMDLA",2019,3,7320.31,"MAR"
"4944","ESSVQ","6","CIABJ",2019,4,2667.75,"MAR"
"4945","BEANR","3","DKNAK",2018,2,8246.28,"MAR"
"4946","ESSVQ","9","COTRB",2021,9,5335.41,"MAR"
"4947","ESSVQ","1","DOMAN",2019,12,2984.99,"MAR"
"4948","SEYST","5","GBSSS",2021,2,2793.23,"MAR"
"4949","BEANR","1","GBSSS",2021,9,9121.1,"MAR"
"4950","USNNS","2","ESSVQ",2019,12,4364.5,"MAR"
"4951","GBLOW","3","GBLOW",2021,3,1454.39,"MAR"
"4952","GBLOW","6","CRMOB",2020,4,9816.88,"MAR"
"4953","DOMAN","1","DKNAK",2021,4,8301.5,"MAR"
"4954","ESSVQ","2","ESSVQ",2021,1,3644.66,"MAR"
"4955","COTRB","5","GBSOU",2021,12,9746.08,"MAR"
"4956","CMDLA","5","SEYST",2019,2,8315.52,"MAR"
"4957","BEANR","5","BEANR",2019,8,5790.63,"MAR"
"4958","DOMAN","3","GBSOU",2018,9,7655.87,"MAR"
"4959","BEANR","1","SEYST",2021,6,9557.97,"MAR"
"4960","USNNS","5","GBSSS",2019,3,434.9,"MAR"
"4961","ESSVQ","5","GBSOU",2021,6,3344.04,"MAR"
"4962","GHTEM","5","GBSOU",2019,5,4432.52,"MAR"
"4963","SEYST","2","CRMOB",2021,6,879.21,"MAR"
"4964","ESSVQ","6","DKNAK",2022,3,2003.08,"MAR"
"4965","CRMOB","1","BEANR",2020,6,7989.9,"MAR"
"4966","BEANR","6","COTRB",2022,8,8831.19,"MAR"
"4967","GBSSS","1","COTRB",2022,3,8905.97,"MAR"
"4968","GBLOW","2","DKNAK",2019,9,9598.99,"MAR"
"4969","ESSVQ","1","CIABJ",2020,12,5520.76,"MAR"
"4970","GHTEM","5","SEYST",2020,6,5624.36,"MAR"
"4971","GBSOU","3","BEANR",2022,8,4267.41,"MAR"
"4972","DKNAK","2","CRMOB",2018,1,6543.05,"MAR"
"4973","SEYST","9","DOMAN",2021,4,7955.99,"MAR"
"4974","USNNS","9","DKNAK",2022,11,3333.61,"MAR"
"4975","SEYST","2","DKNAK",2022,2,9904.07,"MAR"
"4976","GBLOW","3","GBLOW",2022,5,8775.94,"MAR"
"4977","CIABJ","6","GBSSS",2021,12,5138.42,"MAR"
"4978","ESSVQ","1","USNNS",2021,3,9831.47,"MAR"
"4979","GHTEM","2","GHTEM",2020,9,974.84,"MAR"
"4980","GHTEM","1","SEYST",2019,6,9738.39,"MAR"
"4981","USNNS","2","GBSSS",2019,10,57.01,"MAR"
"4982","CMDLA","2","DOMAN",2020,8,988.61,"MAR"
"4983","GBSSS","3","DKNAK",2018,10,2558.19,"MAR"
"4984","DKNAK","5","ESSVQ",2018,9,95.51,"MAR"
"4985","SEYST","6","GBSOU",2018,3,5407.56,"MAR"
"4986","DKNAK","9","SEYST",2019,6,7996.88,"MAR"
"4987","GBSOU","5","CMDLA",2018,3,8146.24,"MAR"
"4988","ESSVQ","2","GBLOW",2018,7,5602.05,"MAR"
"4989","USNNS","1","SEYST",2019,7,6043.82,"MAR"
"4990","SEYST","6","CMDLA",2022,12,260.62,"MAR"
"4991","USNNS","2","GBSOU",2018,5,2192.13,"MAR"
"4992","GBSSS","2","DKNAK",2019,1,9704.29,"MAR"
"4993","USNNS","2","DKNAK",2018,8,9643.82,"MAR"
"4994","CMDLA","9","CIABJ",2019,7,6352.13,"MAR"
"4995","CIABJ","9","DOMAN",2020,6,5067.89,"MAR"
"4996","GBSOU","6","USNNS",2018,5,9956.62,"MAR"
"4997","GBLOW","1","CMDLA",2018,6,4987.26,"MAR"
"4998","COTRB","2","DKNAK",2019,4,6851.08,"MAR"
"4999","CIABJ","9","CRMOB",2022,3,4743.71,"MAR"
"5000","ESSVQ","6","GBSSS",2018,7,9557.88,"MAR"
"5001","GBLOW","3","GBSSS",2022,5,5714.73,"MAR"
"5002","GBLOW","5","CIABJ",2022,9,7115.5,"MAR"
"5003","GBSOU","3","USNNS",2020,7,6351.68,"MAR"
"5004","SEYST","3","BEANR",2022,4,443,"MAR"
"5005","ARSPD","9","ARSPD",2018,12,9741.59,"MAR"
"5006","GHTEM","2","SEYST",2022,8,9955.1,"MAR"
"5007","SEYST","2","ARSPD",2021,9,4269.3,"MAR"
"5008","GBLOW","6","GBSSS",2019,8,6649.35,"MAR"
"5009","GBSOU","1","CMDLA",2020,2,2617.85,"MAR"
"5010","DKNAK","9","GBLOW",2022,11,8274.72,"MAR"
"5011","COTRB","9","GHTEM",2021,7,8848.56,"MAR"
"5012","USNNS","5","ARSPD",2019,4,5576.67,"MAR"
"5013","CRMOB","3","ARSPD",2019,3,3975.93,"MAR"
"5014","GBLOW","6","GBLOW",2021,8,6919.17,"MAR"
"5015","ARSPD","5","GBSSS",2021,5,3622.37,"MAR"
"5016","GBSSS","3","CRMOB",2022,8,3359,"MAR"
"5017","DOMAN","1","BEANR",2020,12,7326.27,"MAR"
"5018","DOMAN","3","ESSVQ",2022,10,932.42,"MAR"
"5019","COTRB","3","CIABJ",2020,5,1905.2,"MAR"
"5020","CIABJ","1","GBLOW",2020,11,4839.43,"MAR"
"5021","DOMAN","1","GBSOU",2021,2,5510,"MAR"
"5022","DKNAK","2","GBLOW",2018,5,334.25,"MAR"
"5023","ARSPD","3","ESSVQ",2021,5,6282.7,"MAR"
"5024","GHTEM","5","BEANR",2021,9,2370.87,"MAR"
"5025","DOMAN","5","GHTEM",2020,6,6848.63,"MAR"
"5026","DKNAK","2","ESSVQ",2020,11,9268.37,"MAR"
"5027","BEANR","1","CIABJ",2020,1,6288.19,"MAR"
"5028","CMDLA","9","ESSVQ",2019,3,2757.35,"MAR"
"5029","GBSSS","1","CRMOB",2021,10,1716.53,"MAR"
"5030","SEYST","2","ARSPD",2020,1,7441.51,"MAR"
"5031","ARSPD","6","CRMOB",2021,3,3389.96,"MAR"
"5032","GHTEM","2","COTRB",2018,4,2913.97,"MAR"
"5033","BEANR","6","CMDLA",2020,11,3745.39,"MAR"
"5034","BEANR","2","GHTEM",2018,9,6013.03,"MAR"
"5035","ESSVQ","5","ESSVQ",2021,11,3607.75,"MAR"
"5036","CRMOB","6","ARSPD",2021,10,114.45,"MAR"
"5037","CRMOB","3","DKNAK",2021,7,5161.3,"MAR"
"5038","CMDLA","5","GBLOW",2022,5,5915.95,"MAR"
"5039","GHTEM","9","GHTEM",2022,6,8753.53,"MAR"
"5040","GBSOU","2","ESSVQ",2022,11,4863.34,"MAR"
"5041","GBLOW","5","GBLOW",2020,9,9312.9,"MAR"
"5042","GBLOW","5","DOMAN",2022,7,9970.03,"MAR"
"5043","DKNAK","5","CRMOB",2022,9,7369.5,"MAR"
"5044","DKNAK","6","GBSOU",2018,6,3013.73,"MAR"
"5045","SEYST","2","ESSVQ",2021,6,4853.59,"MAR"
"5046","GBSOU","5","USNNS",2020,4,6471.94,"MAR"
"5047","ARSPD","9","COTRB",2021,8,6276.39,"MAR"
"5048","GBSSS","2","DKNAK",2020,10,7339.52,"MAR"
"5049","GBLOW","1","GBLOW",2021,3,9307.48,"MAR"
"5050","ARSPD","9","COTRB",2021,10,5236.4,"MAR"
"5051","ARSPD","1","GBSOU",2020,1,1394.84,"MAR"
"5052","ESSVQ","6","DOMAN",2022,2,4931.73,"MAR"
"5053","CRMOB","9","CMDLA",2021,11,4456,"MAR"
"5054","CIABJ","1","GBSOU",2019,7,7368.37,"MAR"
"5055","CRMOB","2","GBLOW",2020,4,1518.2,"MAR"
"5056","SEYST","6","ARSPD",2019,5,2332.56,"MAR"
"5057","BEANR","3","DKNAK",2022,7,8618.73,"MAR"
"5058","DOMAN","1","CRMOB",2022,6,1524.22,"MAR"
"5059","ESSVQ","5","GBSOU",2019,10,3473.62,"MAR"
"5060","GBSOU","6","ESSVQ",2022,7,8356.45,"MAR"
"5061","USNNS","1","ARSPD",2019,2,7393.19,"MAR"
"5062","COTRB","6","SEYST",2021,4,8750.21,"MAR"
"5063","GBLOW","6","GBLOW",2020,3,402.97,"MAR"
"5064","BEANR","9","GBLOW",2019,1,7722.71,"MAR"
"5065","SEYST","2","USNNS",2018,2,6650.12,"MAR"
"5066","DOMAN","5","SEYST",2018,5,7682.04,"MAR"
"5067","CIABJ","3","USNNS",2021,3,8916.02,"MAR"
"5068","ARSPD","2","ARSPD",2019,9,2398.36,"MAR"
"5069","ESSVQ","9","CIABJ",2021,12,3680.28,"MAR"
"5070","BEANR","1","GHTEM",2018,3,4008.57,"MAR"
"5071","DOMAN","9","DOMAN",2020,5,4623.93,"MAR"
"5072","BEANR","1","CRMOB",2021,7,1908.02,"MAR"
"5073","DKNAK","9","USNNS",2018,4,6961.09,"MAR"
"5074","DKNAK","5","SEYST",2022,12,5296.18,"MAR"
"5075","CIABJ","2","USNNS",2020,10,657.22,"MAR"
"5076","USNNS","9","CIABJ",2018,11,8669.93,"MAR"
"5077","COTRB","3","DOMAN",2018,5,5562.46,"MAR"
"5078","GBSOU","2","CMDLA",2018,3,5490.02,"MAR"
"5079","CIABJ","2","CIABJ",2018,2,8852.29,"MAR"
"5080","GBSSS","1","CMDLA",2022,8,7367.82,"MAR"
"5081","GBSSS","2","SEYST",2019,2,8210.6,"MAR"
"5082","CRMOB","3","CIABJ",2018,2,4070.91,"MAR"
"5083","USNNS","1","CIABJ",2022,5,8903.79,"MAR"
"5084","CRMOB","3","COTRB",2022,5,2100.67,"MAR"
"5085","GBSOU","3","GHTEM",2019,6,4198.98,"MAR"
"5086","USNNS","6","ESSVQ",2020,3,3327.03,"MAR"
"5087","DKNAK","5","CIABJ",2022,4,9058.88,"MAR"
"5088","CMDLA","2","DOMAN",2022,12,9922.81,"MAR"
"5089","ESSVQ","1","DKNAK",2019,9,7900.12,"MAR"
"5090","ARSPD","9","GHTEM",2018,12,1021.59,"MAR"
"5091","USNNS","1","ESSVQ",2020,8,9214.42,"MAR"
"5092","DKNAK","9","CIABJ",2019,7,5365.88,"MAR"
"5093","USNNS","2","SEYST",2018,9,8610.9,"MAR"
"5094","BEANR","6","CMDLA",2022,4,4479.07,"MAR"
"5095","GHTEM","3","CRMOB",2019,11,7102.33,"MAR"
"5096","USNNS","5","CIABJ",2018,5,2770.7,"MAR"
"5097","CIABJ","6","COTRB",2022,8,1002.55,"MAR"
"5098","DOMAN","5","DKNAK",2019,3,6820.79,"MAR"
"5099","SEYST","6","GBLOW",2022,5,997.54,"MAR"
"5100","DKNAK","2","DOMAN",2022,11,2578.94,"MAR"
"5101","ARSPD","2","CIABJ",2019,8,389.07,"MAR"
"5102","DKNAK","2","GHTEM",2021,10,9672.15,"MAR"
"5103","ESSVQ","1","BEANR",2022,5,5487.96,"MAR"
"5104","USNNS","6","USNNS",2019,6,7791.9,"MAR"
"5105","DKNAK","3","ESSVQ",2020,7,2031.04,"MAR"
"5106","USNNS","2","ESSVQ",2018,5,2303.69,"MAR"
"5107","GBLOW","9","GBLOW",2021,12,9716.66,"MAR"
"5108","COTRB","5","SEYST",2019,6,7206.63,"MAR"
"5109","CMDLA","3","ARSPD",2018,12,615.74,"MAR"
"5110","DKNAK","6","DOMAN",2022,10,4388.47,"MAR"
"5111","USNNS","6","CIABJ",2021,10,6550.61,"MAR"
"5112","BEANR","6","CRMOB",2022,12,7148.55,"MAR"
"5113","BEANR","5","BEANR",2021,9,337.6,"MAR"
"5114","COTRB","2","DOMAN",2022,5,4174.3,"MAR"
"5115","CIABJ","3","COTRB",2020,5,4916.86,"MAR"
"5116","DKNAK","6","USNNS",2019,7,8012.65,"MAR"
"5117","BEANR","6","GBSSS",2019,12,4905.76,"MAR"
"5118","SEYST","5","DOMAN",2020,2,1429.64,"MAR"
"5119","CRMOB","6","SEYST",2020,5,7031.9,"MAR"
"5120","GBLOW","2","GHTEM",2019,10,810.34,"MAR"
"5121","CIABJ","6","BEANR",2021,10,8052.7,"MAR"
"5122","SEYST","6","USNNS",2022,9,9799.07,"MAR"
"5123","GBSOU","2","DOMAN",2019,11,2351.94,"MAR"
"5124","DKNAK","6","CIABJ",2018,8,3372.59,"MAR"
"5125","ESSVQ","9","USNNS",2019,7,9645.61,"MAR"
"5126","CIABJ","9","CIABJ",2020,5,2978.3,"MAR"
"5127","ARSPD","1","GBSSS",2020,8,802.79,"MAR"
"5128","ESSVQ","9","USNNS",2018,11,1279.04,"MAR"
"5129","GHTEM","6","ESSVQ",2018,1,7219.18,"MAR"
"5130","DOMAN","2","USNNS",2020,2,8872.68,"MAR"
"5131","CMDLA","9","ARSPD",2019,6,319.07,"MAR"
"5132","DKNAK","6","BEANR",2020,1,298.35,"MAR"
"5133","SEYST","6","GBLOW",2018,9,919.65,"MAR"
"5134","DKNAK","9","DOMAN",2022,5,9520.95,"MAR"
"5135","GBSSS","9","ESSVQ",2019,3,6674.89,"MAR"
"5136","CMDLA","3","GBSSS",2021,6,4529.07,"MAR"
"5137","CIABJ","1","SEYST",2022,8,2049.99,"MAR"
"5138","GBSOU","2","CRMOB",2021,2,8131.08,"MAR"
"5139","CMDLA","3","ARSPD",2022,8,4459.49,"MAR"
"5140","SEYST","2","CIABJ",2020,9,4495.19,"MAR"
"5141","SEYST","1","ESSVQ",2021,6,2569.09,"MAR"
"5142","CIABJ","6","CRMOB",2019,5,6365.28,"MAR"
"5143","GBLOW","3","GBSSS",2019,6,4485.88,"MAR"
"5144","ARSPD","5","CMDLA",2019,8,9370.64,"MAR"
"5145","GBLOW","2","SEYST",2022,6,451.57,"MAR"
"5146","GHTEM","6","GBSOU",2022,4,2955.74,"MAR"
"5147","USNNS","5","DKNAK",2022,8,1663.91,"MAR"
"5148","CRMOB","2","BEANR",2022,5,1605.43,"MAR"
"5149","SEYST","3","GBSOU",2021,3,4468.59,"MAR"
"5150","CRMOB","3","GHTEM",2020,9,8655,"MAR"
"5151","USNNS","2","SEYST",2021,7,956.34,"MAR"
"5152","CMDLA","9","GBLOW",2021,12,5949.88,"MAR"
"5153","CRMOB","5","DOMAN",2022,10,8212.09,"MAR"
"5154","GBSOU","6","COTRB",2018,11,910.04,"MAR"
"5155","CRMOB","6","GBSSS",2019,6,7938.38,"MAR"
"5156","GBLOW","3","BEANR",2020,4,5447.05,"MAR"
"5157","COTRB","2","CMDLA",2019,10,9029.61,"MAR"
"5158","SEYST","6","COTRB",2022,3,4609.74,"MAR"
"5159","ARSPD","3","DKNAK",2019,9,1659.22,"MAR"
"5160","CRMOB","2","CRMOB",2020,8,6630.7,"MAR"
"5161","COTRB","5","CIABJ",2019,5,796.92,"MAR"
"5162","GBLOW","1","COTRB",2020,11,8891.64,"MAR"
"5163","GBLOW","2","ARSPD",2022,12,4596.3,"MAR"
"5164","COTRB","1","CIABJ",2019,4,3729.82,"MAR"
"5165","GBSOU","6","COTRB",2018,9,9909.14,"MAR"
"5166","DOMAN","2","SEYST",2019,6,8695.7,"MAR"
"5167","BEANR","6","GBLOW",2021,12,3805.23,"MAR"
"5168","CIABJ","3","USNNS",2020,12,4202,"MAR"
"5169","DKNAK","9","SEYST",2020,2,5527.58,"MAR"
"5170","CMDLA","6","SEYST",2020,8,8516.09,"MAR"
"5171","SEYST","6","GBSOU",2020,11,8060.73,"MAR"
"5172","SEYST","6","GHTEM",2020,11,663.35,"MAR"
"5173","GBLOW","9","GBSOU",2019,7,3355.18,"MAR"
"5174","BEANR","9","DKNAK",2022,11,169.33,"MAR"
"5175","COTRB","2","GBLOW",2018,10,2055.6,"MAR"
"5176","CIABJ","3","CMDLA",2022,3,9638.91,"MAR"
"5177","COTRB","6","ESSVQ",2018,9,9518.07,"MAR"
"5178","CIABJ","5","CMDLA",2019,7,7456.14,"MAR"
"5179","USNNS","2","GHTEM",2019,1,3252.37,"MAR"
"5180","USNNS","2","GBLOW",2018,12,9158.05,"MAR"
"5181","GBSSS","9","BEANR",2020,12,9087.35,"MAR"
"5182","CIABJ","3","ESSVQ",2021,3,1658.42,"MAR"
"5183","GHTEM","9","ESSVQ",2021,9,3628.47,"MAR"
"5184","BEANR","3","GBLOW",2021,10,3863.06,"MAR"
"5185","CMDLA","6","CMDLA",2022,9,6427.29,"MAR"
"5186","GBSSS","1","ARSPD",2022,12,8641.85,"MAR"
"5187","GBSOU","3","GBSOU",2021,7,7697.82,"MAR"
"5188","CRMOB","9","ESSVQ",2020,5,4609.21,"MAR"
"5189","GBLOW","6","BEANR",2022,1,7567.79,"MAR"
"5190","GBSOU","5","GHTEM",2022,7,2053.13,"MAR"
"5191","GBLOW","1","GBSSS",2021,6,4781.08,"MAR"
"5192","ESSVQ","1","SEYST",2020,5,8028.61,"MAR"
"5193","GBLOW","5","COTRB",2021,6,6625.56,"MAR"
"5194","GBSOU","6","GHTEM",2021,3,6401.38,"MAR"
"5195","ARSPD","1","CMDLA",2018,5,7258.57,"MAR"
"5196","ARSPD","9","COTRB",2021,10,6783.7,"MAR"
"5197","GBSOU","9","DOMAN",2019,12,918.12,"MAR"
"5198","SEYST","1","GHTEM",2022,6,8984.28,"MAR"
"5199","GBLOW","9","CIABJ",2020,3,9976.23,"MAR"
"5200","CIABJ","3","USNNS",2019,9,2752.87,"MAR"
"5201","USNNS","3","USNNS",2019,7,1279.97,"MAR"
"5202","CRMOB","6","USNNS",2022,5,218.76,"MAR"
"5203","COTRB","1","GBLOW",2022,1,5580.35,"MAR"
"5204","ESSVQ","2","DOMAN",2021,8,2462.26,"MAR"
"5205","CMDLA","3","GBSSS",2019,6,8019.98,"MAR"
"5206","GBSOU","9","CRMOB",2020,10,5745.11,"MAR"
"5207","DOMAN","9","GHTEM",2022,11,7777.38,"MAR"
"5208","CRMOB","3","DKNAK",2022,4,3656.12,"MAR"
"5209","COTRB","3","GBSOU",2019,5,3977.99,"MAR"
"5210","GBLOW","2","ESSVQ",2018,8,6353.93,"MAR"
"5211","DOMAN","2","ESSVQ",2018,1,5057.73,"MAR"
"5212","BEANR","5","CIABJ",2021,2,1667.59,"MAR"
"5213","USNNS","9","USNNS",2021,4,6908.11,"MAR"
"5214","CMDLA","5","CRMOB",2021,4,684.95,"MAR"
"5215","CIABJ","5","CIABJ",2019,8,2013,"MAR"
"5216","ARSPD","6","GBSOU",2020,5,1373.28,"MAR"
"5217","GBSOU","1","CRMOB",2018,9,248.61,"MAR"
"5218","USNNS","3","CIABJ",2018,7,3423.81,"MAR"
"5219","CIABJ","6","ARSPD",2022,4,2331.57,"MAR"
"5220","ESSVQ","3","CIABJ",2018,11,8597.11,"MAR"
"5221","CRMOB","3","DOMAN",2021,3,6838.99,"MAR"
"5222","DKNAK","6","BEANR",2019,10,3007.66,"MAR"
"5223","GBLOW","2","USNNS",2019,7,6156.17,"MAR"
"5224","GHTEM","6","BEANR",2021,12,5502.38,"MAR"
"5225","DKNAK","5","GHTEM",2021,7,9454.6,"MAR"
"5226","DKNAK","9","GBLOW",2021,2,3970.42,"MAR"
"5227","DOMAN","3","CRMOB",2022,8,4994.97,"MAR"
"5228","CMDLA","6","GHTEM",2019,9,8652.96,"MAR"
"5229","ARSPD","2","CRMOB",2019,2,8716.06,"MAR"
"5230","DOMAN","5","ESSVQ",2019,4,9338.09,"MAR"
"5231","ARSPD","5","DKNAK",2019,6,1606.51,"MAR"
"5232","GBSSS","6","GBSOU",2021,9,8396.11,"MAR"
"5233","GBLOW","2","DKNAK",2020,5,3338.51,"MAR"
"5234","CRMOB","9","GBSOU",2022,9,4220.63,"MAR"
"5235","CRMOB","1","CRMOB",2018,1,7255.24,"MAR"
"5236","COTRB","9","USNNS",2022,12,6195.07,"MAR"
"5237","ARSPD","1","BEANR",2018,7,1097.25,"MAR"
"5238","GHTEM","9","COTRB",2019,7,8995.11,"MAR"
"5239","CMDLA","6","ESSVQ",2019,1,4883.56,"MAR"
"5240","GHTEM","3","GBSSS",2021,4,6414.28,"MAR"
"5241","GHTEM","9","GBSOU",2019,6,1949.04,"MAR"
"5242","ARSPD","1","COTRB",2018,12,3698.47,"MAR"
"5243","CMDLA","9","BEANR",2020,11,3254.74,"MAR"
"5244","ARSPD","9","GHTEM",2022,8,1719.05,"MAR"
"5245","GHTEM","1","USNNS",2018,10,2412.72,"MAR"
"5246","GHTEM","9","CRMOB",2021,6,3523.01,"MAR"
"5247","GBSSS","2","GBSOU",2018,2,2540.45,"MAR"
"5248","BEANR","6","DKNAK",2020,5,2563.29,"MAR"
"5249","USNNS","9","GHTEM",2022,3,213.19,"MAR"
"5250","DOMAN","1","GHTEM",2018,7,9159.93,"MAR"
"5251","BEANR","3","ARSPD",2019,12,416.62,"MAR"
"5252","CMDLA","5","ARSPD",2020,5,6901.23,"MAR"
"5253","USNNS","3","USNNS",2021,1,3445.83,"MAR"
"5254","DOMAN","3","ARSPD",2019,6,8802.35,"MAR"
"5255","GBSSS","5","CIABJ",2020,2,7120.46,"MAR"
"5256","GBSOU","1","ESSVQ",2018,2,2695.29,"MAR"
"5257","SEYST","2","GBSSS",2019,3,6522.17,"MAR"
"5258","ESSVQ","3","DKNAK",2021,12,65.05,"MAR"
"5259","GBSSS","1","USNNS",2018,5,552.07,"MAR"
"5260","ESSVQ","9","GBSSS",2018,6,5184.62,"MAR"
"5261","ESSVQ","5","SEYST",2019,9,6785.88,"MAR"
"5262","GBSSS","2","CIABJ",2018,9,5688.67,"MAR"
"5263","DOMAN","5","ARSPD",2022,9,5636.78,"MAR"
"5264","USNNS","2","GBSSS",2018,6,6395.5,"MAR"
"5265","BEANR","3","GBSOU",2021,10,2940.98,"MAR"
"5266","GBSSS","5","USNNS",2021,7,8332.25,"MAR"
"5267","GBLOW","1","DOMAN",2021,4,4219.44,"MAR"
"5268","CIABJ","2","GHTEM",2020,1,2928.53,"MAR"
"5269","COTRB","9","DOMAN",2019,7,6461.55,"MAR"
"5270","ARSPD","2","CMDLA",2022,5,9844.49,"MAR"
"5271","DKNAK","9","BEANR",2020,5,3101.72,"MAR"
"5272","BEANR","9","SEYST",2022,1,6406.39,"MAR"
"5273","SEYST","1","GBSSS",2020,11,5657.86,"MAR"
"5274","GBSSS","5","ESSVQ",2020,7,7508.71,"MAR"
"5275","BEANR","5","COTRB",2021,4,7616.16,"MAR"
"5276","DOMAN","5","GHTEM",2019,3,7700,"MAR"
"5277","ARSPD","5","GBSOU",2021,4,7993.06,"MAR"
"5278","COTRB","9","DKNAK",2019,5,2878.5,"MAR"
"5279","GBSSS","3","GBSOU",2018,1,9767.84,"MAR"
"5280","CIABJ","3","ARSPD",2019,10,1090.93,"MAR"
"5281","DOMAN","2","CRMOB",2022,4,7839.3,"MAR"
"5282","GBLOW","2","CIABJ",2021,9,6238.05,"MAR"
"5283","GBSOU","5","GBLOW",2020,3,7935.35,"MAR"
"5284","DOMAN","2","GHTEM",2020,12,6564.06,"MAR"
"5285","GHTEM","2","CIABJ",2020,5,570.71,"MAR"
"5286","CMDLA","9","GHTEM",2019,10,1105.2,"MAR"
"5287","DOMAN","9","SEYST",2022,12,4830.33,"MAR"
"5288","GBSSS","1","ARSPD",2022,10,8347.14,"MAR"
"5289","DOMAN","3","DOMAN",2019,12,4491.25,"MAR"
"5290","BEANR","9","GBLOW",2022,6,9342.84,"MAR"
"5291","GBSSS","5","BEANR",2020,1,2773.58,"MAR"
"5292","ARSPD","9","ARSPD",2019,1,2809.34,"MAR"
"5293","GBSSS","6","USNNS",2020,7,3930.55,"MAR"
"5294","CRMOB","5","CMDLA",2019,10,465.54,"MAR"
"5295","BEANR","3","CMDLA",2022,4,2728.89,"MAR"
"5296","GBLOW","5","ARSPD",2018,7,8184.18,"MAR"
"5297","DOMAN","1","DKNAK",2018,10,8183.65,"MAR"
"5298","DOMAN","5","USNNS",2020,3,9713.06,"MAR"
"5299","SEYST","3","GBSSS",2021,6,3209.79,"MAR"
"5300","COTRB","2","GBSSS",2019,1,9076.01,"MAR"
"5301","CIABJ","2","SEYST",2021,12,8528.6,"MAR"
"5302","DOMAN","9","GBSOU",2022,7,4125.51,"MAR"
"5303","BEANR","3","DKNAK",2018,5,2283.07,"MAR"
"5304","SEYST","3","ESSVQ",2021,7,1780.84,"MAR"
"5305","CMDLA","9","DOMAN",2022,11,7804.3,"MAR"
"5306","ESSVQ","3","DKNAK",2021,10,1498.19,"MAR"
"5307","ESSVQ","3","BEANR",2021,9,1232.03,"MAR"
"5308","CIABJ","3","GBSOU",2022,1,5644.36,"MAR"
"5309","SEYST","9","DOMAN",2022,12,9772.52,"MAR"
"5310","ARSPD","6","GBSOU",2018,6,7683.83,"MAR"
"5311","COTRB","1","DOMAN",2020,7,7477.34,"MAR"
"5312","ESSVQ","6","ESSVQ",2021,7,6748.05,"MAR"
"5313","CRMOB","9","CRMOB",2018,12,8588.64,"MAR"
"5314","DKNAK","2","GBSSS",2019,7,5052.84,"MAR"
"5315","GBLOW","1","ESSVQ",2021,10,1143.06,"MAR"
"5316","GHTEM","2","DOMAN",2020,10,7779,"MAR"
"5317","ESSVQ","2","USNNS",2021,7,1482.07,"MAR"
"5318","GBSSS","5","GBSOU",2021,5,8326.02,"MAR"
"5319","ARSPD","3","DKNAK",2022,2,6536.22,"MAR"
"5320","DOMAN","1","GBSSS",2019,6,1693.63,"MAR"
"5321","GBSOU","6","GBLOW",2019,6,9071.54,"MAR"
"5322","ESSVQ","9","USNNS",2022,12,9467.13,"MAR"
"5323","CMDLA","5","DKNAK",2022,11,683.75,"MAR"
"5324","GBSSS","1","USNNS",2020,8,4597.66,"MAR"
"5325","CIABJ","1","ARSPD",2022,10,9073.65,"MAR"
"5326","SEYST","2","CIABJ",2020,2,8734.17,"MAR"
"5327","ARSPD","6","ARSPD",2020,2,5163.79,"MAR"
"5328","CIABJ","3","BEANR",2018,6,5529.19,"MAR"
"5329","GBSSS","9","GHTEM",2018,6,9621.48,"MAR"
"5330","GBSSS","5","CMDLA",2020,8,6124.05,"MAR"
"5331","GBLOW","1","USNNS",2019,1,3026.48,"MAR"
"5332","BEANR","6","CIABJ",2022,8,8211.82,"MAR"
"5333","COTRB","6","GHTEM",2018,1,4538.75,"MAR"
"5334","GBSSS","2","SEYST",2020,1,2293.48,"MAR"
"5335","CRMOB","6","DOMAN",2019,12,8995.53,"MAR"
"5336","DKNAK","1","GHTEM",2019,8,7993.15,"MAR"
"5337","BEANR","6","DKNAK",2019,7,9774.17,"MAR"
"5338","GBLOW","1","DKNAK",2018,12,329.63,"MAR"
"5339","DKNAK","6","CRMOB",2021,12,7835.17,"MAR"
"5340","GBSOU","2","SEYST",2022,10,3498.84,"MAR"
