"label","date","Type","id","color","size","value","group1","DegreeConnections"
"SEYST",2018-02-01,"Dry Bulk",154,"red",30,270,"SE",9
"ESSVQ",2018-02-01,"Dry Bulk",16,"blue",30,574,"ES",12
"DKNAK",2018-02-01,"Dry Bulk",78,"blue",30,2449,"DK",1
"GBSOU",2018-02-01,"Dry Bulk",165,"blue",30,9042,"GB",12
"GBSSS",2018-02-01,"Dry Bulk",62,"red",30,7948,"GB",16
"CIABJ",2018-02-01,"Dry Bulk",174,"blue",30,3617,"CI",11
"CMDLA",2018-02-01,"Dry Bulk",67,"blue",30,7712,"CM",7
"GHTEM",2018-02-01,"Dry Bulk",56,"red",30,4868,"GH",7
"COTRB",2018-02-01,"Dry Bulk",132,"red",30,8995,"CO",1
"CRMOB",2018-02-01,"Dry Bulk",144,"red",30,6626,"CR",8
"DOMAN",2018-02-01,"Dry Bulk",180,"blue",30,5693,"DO",12
"ARSPD",2018-02-01,"Dry Bulk",138,"red",30,246,"AR",4
"USNNS",2018-02-01,"Dry Bulk",119,"red",30,5670,"US",3
"BEANR",2018-03-01,"Dry Bulk",65,"blue",30,158,"BE",7
"GBLOW",2018-03-01,"Dry Bulk",94,"blue",30,7456,"GB",8
"SEYST",2018-03-01,"Dry Bulk",127,"red",30,9690,"SE",5
"ESSVQ",2018-03-01,"Dry Bulk",1,"red",30,3520,"ES",12
"DKNAK",2018-03-01,"Dry Bulk",168,"blue",30,2956,"DK",5
"GBSOU",2018-03-01,"Dry Bulk",165,"blue",30,2485,"GB",2
"GBSSS",2018-03-01,"Dry Bulk",25,"red",30,6109,"GB",20
"CIABJ",2018-03-01,"Dry Bulk",20,"blue",30,3585,"CI",17
"CMDLA",2018-03-01,"Dry Bulk",5,"blue",30,3803,"CM",9
"GHTEM",2018-03-01,"Dry Bulk",35,"blue",30,9233,"GH",14
"COTRB",2018-03-01,"Dry Bulk",113,"blue",30,6754,"CO",13
"CRMOB",2018-03-01,"Dry Bulk",125,"blue",30,8318,"CR",20
"DOMAN",2018-03-01,"Dry Bulk",19,"red",30,3471,"DO",10
"ARSPD",2018-03-01,"Dry Bulk",165,"blue",30,8982,"AR",3
"USNNS",2018-03-01,"Dry Bulk",36,"blue",30,9821,"US",11
"BEANR",2018-04-01,"Dry Bulk",107,"blue",30,686,"BE",12
"GBLOW",2018-04-01,"Dry Bulk",118,"red",30,7401,"GB",4
"SEYST",2018-04-01,"Dry Bulk",150,"blue",30,617,"SE",11
"ESSVQ",2018-04-01,"Dry Bulk",19,"blue",30,3550,"ES",3
"DKNAK",2018-04-01,"Dry Bulk",98,"red",30,6999,"DK",8
"GBSOU",2018-04-01,"Dry Bulk",68,"red",30,5625,"GB",12
"GBSSS",2018-04-01,"Dry Bulk",175,"blue",30,2302,"GB",18
"CIABJ",2018-04-01,"Dry Bulk",4,"blue",30,1112,"CI",5
"CMDLA",2018-04-01,"Dry Bulk",42,"blue",30,9263,"CM",2
"GHTEM",2018-04-01,"Dry Bulk",97,"blue",30,761,"GH",7
"COTRB",2018-04-01,"Dry Bulk",131,"blue",30,5852,"CO",9
"CRMOB",2018-04-01,"Dry Bulk",57,"red",30,3389,"CR",20
"DOMAN",2018-04-01,"Dry Bulk",62,"blue",30,5822,"DO",8
"ARSPD",2018-04-01,"Dry Bulk",177,"red",30,4491,"AR",15
"USNNS",2018-04-01,"Dry Bulk",95,"red",30,8212,"US",10
"BEANR",2018-05-01,"Dry Bulk",48,"blue",30,8672,"BE",8
"GBLOW",2018-05-01,"Dry Bulk",60,"blue",30,4261,"GB",5
"SEYST",2018-05-01,"Dry Bulk",165,"red",30,9694,"SE",12
"ESSVQ",2018-05-01,"Dry Bulk",171,"red",30,6193,"ES",16
"DKNAK",2018-05-01,"Dry Bulk",66,"blue",30,1912,"DK",4
"GBSOU",2018-05-01,"Dry Bulk",94,"blue",30,9986,"GB",18
"GBSSS",2018-05-01,"Dry Bulk",29,"blue",30,8300,"GB",19
"CIABJ",2018-05-01,"Dry Bulk",14,"blue",30,438,"CI",6
"CMDLA",2018-05-01,"Dry Bulk",4,"red",30,6768,"CM",2
"GHTEM",2018-05-01,"Dry Bulk",42,"blue",30,5638,"GH",14
"COTRB",2018-05-01,"Dry Bulk",136,"blue",30,863,"CO",19
"CRMOB",2018-05-01,"Dry Bulk",45,"blue",30,7384,"CR",11
"DOMAN",2018-05-01,"Dry Bulk",29,"blue",30,3421,"DO",8
"ARSPD",2018-05-01,"Dry Bulk",115,"blue",30,5472,"AR",18
"USNNS",2018-05-01,"Dry Bulk",58,"blue",30,5683,"US",15
"BEANR",2018-06-01,"Dry Bulk",194,"blue",30,1524,"BE",14
"GBLOW",2018-06-01,"Dry Bulk",169,"red",30,9010,"GB",17
"SEYST",2018-06-01,"Dry Bulk",37,"blue",30,8488,"SE",13
"ESSVQ",2018-06-01,"Dry Bulk",52,"blue",30,2618,"ES",8
"DKNAK",2018-06-01,"Dry Bulk",124,"blue",30,2893,"DK",15
"GBSOU",2018-06-01,"Dry Bulk",133,"blue",30,1309,"GB",20
"GBSSS",2018-06-01,"Dry Bulk",148,"blue",30,6571,"GB",7
"CIABJ",2018-06-01,"Dry Bulk",148,"blue",30,610,"CI",13
"CMDLA",2018-06-01,"Dry Bulk",149,"red",30,6549,"CM",2
"GHTEM",2018-06-01,"Dry Bulk",18,"red",30,7761,"GH",10
"COTRB",2018-06-01,"Dry Bulk",96,"blue",30,4022,"CO",10
"CRMOB",2018-06-01,"Dry Bulk",173,"red",30,6855,"CR",17
"DOMAN",2018-06-01,"Dry Bulk",195,"blue",30,6758,"DO",17
"ARSPD",2018-06-01,"Dry Bulk",139,"blue",30,7201,"AR",3
"USNNS",2018-06-01,"Dry Bulk",50,"blue",30,5148,"US",14
"BEANR",2018-07-01,"Dry Bulk",126,"blue",30,188,"BE",20
"GBLOW",2018-07-01,"Dry Bulk",162,"red",30,6671,"GB",11
"SEYST",2018-07-01,"Dry Bulk",10,"red",30,4329,"SE",4
"ESSVQ",2018-07-01,"Dry Bulk",28,"blue",30,9520,"ES",13
"DKNAK",2018-07-01,"Dry Bulk",138,"blue",30,7752,"DK",19
"GBSOU",2018-07-01,"Dry Bulk",103,"red",30,6233,"GB",18
"GBSSS",2018-07-01,"Dry Bulk",45,"blue",30,2544,"GB",14
"CIABJ",2018-07-01,"Dry Bulk",39,"red",30,8642,"CI",5
"CMDLA",2018-07-01,"Dry Bulk",171,"blue",30,734,"CM",18
"GHTEM",2018-07-01,"Dry Bulk",177,"blue",30,2271,"GH",1
"COTRB",2018-07-01,"Dry Bulk",91,"blue",30,7668,"CO",5
"CRMOB",2018-07-01,"Dry Bulk",68,"blue",30,3443,"CR",19
"DOMAN",2018-07-01,"Dry Bulk",176,"blue",30,5358,"DO",1
"ARSPD",2018-07-01,"Dry Bulk",76,"blue",30,2314,"AR",7
"USNNS",2018-07-01,"Dry Bulk",22,"blue",30,8336,"US",1
"BEANR",2018-08-01,"Dry Bulk",103,"red",30,6680,"BE",2
"GBLOW",2018-08-01,"Dry Bulk",123,"blue",30,2482,"GB",16
"SEYST",2018-08-01,"Dry Bulk",152,"red",30,9382,"SE",9
"ESSVQ",2018-08-01,"Dry Bulk",177,"blue",30,1145,"ES",19
"DKNAK",2018-08-01,"Dry Bulk",166,"blue",30,2458,"DK",16
"GBSOU",2018-08-01,"Dry Bulk",97,"red",30,7995,"GB",19
"GBSSS",2018-08-01,"Dry Bulk",194,"blue",30,7640,"GB",5
"CIABJ",2018-08-01,"Dry Bulk",186,"blue",30,6183,"CI",6
"CMDLA",2018-08-01,"Dry Bulk",120,"blue",30,2484,"CM",19
"GHTEM",2018-08-01,"Dry Bulk",100,"red",30,4907,"GH",17
"COTRB",2018-08-01,"Dry Bulk",154,"blue",30,2731,"CO",1
"CRMOB",2018-08-01,"Dry Bulk",188,"red",30,9201,"CR",4
"DOMAN",2018-08-01,"Dry Bulk",26,"red",30,5590,"DO",9
"ARSPD",2018-08-01,"Dry Bulk",167,"blue",30,9717,"AR",11
"USNNS",2018-08-01,"Dry Bulk",53,"blue",30,405,"US",17
"BEANR",2018-09-01,"Dry Bulk",80,"red",30,792,"BE",2
"GBLOW",2018-09-01,"Dry Bulk",114,"red",30,5005,"GB",18
"SEYST",2018-09-01,"Dry Bulk",116,"blue",30,196,"SE",4
"ESSVQ",2018-09-01,"Dry Bulk",174,"blue",30,5520,"ES",4
"DKNAK",2018-09-01,"Dry Bulk",62,"blue",30,7306,"DK",19
"GBSOU",2018-09-01,"Dry Bulk",156,"red",30,4542,"GB",6
"GBSSS",2018-09-01,"Dry Bulk",46,"blue",30,9220,"GB",1
"CIABJ",2018-09-01,"Dry Bulk",152,"blue",30,403,"CI",17
"CMDLA",2018-09-01,"Dry Bulk",178,"blue",30,7079,"CM",10
"GHTEM",2018-09-01,"Dry Bulk",101,"red",30,2912,"GH",9
"COTRB",2018-09-01,"Dry Bulk",142,"blue",30,1124,"CO",17
"CRMOB",2018-09-01,"Dry Bulk",53,"blue",30,600,"CR",13
"DOMAN",2018-09-01,"Dry Bulk",111,"red",30,6144,"DO",11
"ARSPD",2018-09-01,"Dry Bulk",77,"blue",30,3996,"AR",7
"USNNS",2018-09-01,"Dry Bulk",79,"red",30,3221,"US",6
"BEANR",2018-10-01,"Dry Bulk",177,"blue",30,9719,"BE",15
"GBLOW",2018-10-01,"Dry Bulk",100,"red",30,5941,"GB",8
"SEYST",2018-10-01,"Dry Bulk",155,"blue",30,9381,"SE",14
"ESSVQ",2018-10-01,"Dry Bulk",33,"blue",30,3867,"ES",19
"DKNAK",2018-10-01,"Dry Bulk",82,"blue",30,98,"DK",19
"GBSOU",2018-10-01,"Dry Bulk",131,"blue",30,7393,"GB",17
"GBSSS",2018-10-01,"Dry Bulk",191,"blue",30,9749,"GB",10
"CIABJ",2018-10-01,"Dry Bulk",32,"blue",30,497,"CI",7
"CMDLA",2018-10-01,"Dry Bulk",97,"red",30,3376,"CM",6
"GHTEM",2018-10-01,"Dry Bulk",125,"blue",30,5205,"GH",8
"COTRB",2018-10-01,"Dry Bulk",20,"blue",30,8924,"CO",5
"CRMOB",2018-10-01,"Dry Bulk",44,"red",30,4992,"CR",10
"DOMAN",2018-10-01,"Dry Bulk",105,"red",30,9940,"DO",10
"ARSPD",2018-10-01,"Dry Bulk",80,"blue",30,4581,"AR",8
"USNNS",2018-10-01,"Dry Bulk",16,"blue",30,5008,"US",6
"BEANR",2018-11-01,"Dry Bulk",188,"red",30,3275,"BE",3
"GBLOW",2018-11-01,"Dry Bulk",120,"red",30,22,"GB",2
"SEYST",2018-11-01,"Dry Bulk",158,"blue",30,5887,"SE",20
"ESSVQ",2018-11-01,"Dry Bulk",99,"red",30,2417,"ES",20
"DKNAK",2018-11-01,"Dry Bulk",179,"blue",30,2318,"DK",4
"GBSOU",2018-11-01,"Dry Bulk",147,"red",30,6558,"GB",8
"GBSSS",2018-11-01,"Dry Bulk",153,"red",30,4888,"GB",15
"CIABJ",2018-11-01,"Dry Bulk",33,"red",30,1520,"CI",2
"CMDLA",2018-11-01,"Dry Bulk",103,"blue",30,6690,"CM",12
"GHTEM",2018-11-01,"Dry Bulk",127,"red",30,1965,"GH",2
"COTRB",2018-11-01,"Dry Bulk",16,"red",30,2282,"CO",17
"CRMOB",2018-11-01,"Dry Bulk",149,"red",30,1880,"CR",11
"DOMAN",2018-11-01,"Dry Bulk",135,"red",30,7996,"DO",5
"ARSPD",2018-11-01,"Dry Bulk",88,"blue",30,9915,"AR",19
"USNNS",2018-11-01,"Dry Bulk",119,"red",30,5535,"US",4
"BEANR",2018-12-01,"Dry Bulk",67,"blue",30,1323,"BE",14
"GBLOW",2018-12-01,"Dry Bulk",63,"red",30,2792,"GB",16
"SEYST",2018-12-01,"Dry Bulk",69,"red",30,5668,"SE",16
"ESSVQ",2018-12-01,"Dry Bulk",50,"red",30,9005,"ES",8
"DKNAK",2018-12-01,"Dry Bulk",53,"red",30,7753,"DK",18
"GBSOU",2018-12-01,"Dry Bulk",94,"red",30,770,"GB",15
"GBSSS",2018-12-01,"Dry Bulk",174,"blue",30,6859,"GB",20
"CIABJ",2018-12-01,"Dry Bulk",4,"blue",30,3117,"CI",3
"CMDLA",2018-12-01,"Dry Bulk",54,"red",30,5619,"CM",19
"GHTEM",2018-12-01,"Dry Bulk",11,"red",30,5278,"GH",5
"COTRB",2018-12-01,"Dry Bulk",198,"red",30,5465,"CO",7
"CRMOB",2018-12-01,"Dry Bulk",193,"blue",30,2252,"CR",13
"DOMAN",2018-12-01,"Dry Bulk",45,"red",30,4833,"DO",20
"ARSPD",2018-12-01,"Dry Bulk",117,"blue",30,7567,"AR",13
"USNNS",2018-12-01,"Dry Bulk",45,"blue",30,1058,"US",12
"BEANR",2019-01-01,"Dry Bulk",103,"blue",30,681,"BE",8
"GBLOW",2019-01-01,"Dry Bulk",141,"red",30,1234,"GB",3
"SEYST",2019-01-01,"Dry Bulk",103,"blue",30,699,"SE",1
"ESSVQ",2019-01-01,"Dry Bulk",47,"blue",30,2576,"ES",10
"DKNAK",2019-01-01,"Dry Bulk",58,"blue",30,603,"DK",5
"GBSOU",2019-01-01,"Dry Bulk",75,"blue",30,976,"GB",9
"GBSSS",2019-01-01,"Dry Bulk",21,"red",30,2706,"GB",20
"CIABJ",2019-01-01,"Dry Bulk",95,"red",30,5297,"CI",16
"CMDLA",2019-01-01,"Dry Bulk",86,"blue",30,2308,"CM",6
"GHTEM",2019-01-01,"Dry Bulk",119,"red",30,4207,"GH",16
"COTRB",2019-01-01,"Dry Bulk",110,"blue",30,8481,"CO",19
"CRMOB",2019-01-01,"Dry Bulk",104,"blue",30,9338,"CR",11
"DOMAN",2019-01-01,"Dry Bulk",32,"red",30,6839,"DO",18
"ARSPD",2019-01-01,"Dry Bulk",64,"blue",30,7200,"AR",18
"USNNS",2019-01-01,"Dry Bulk",76,"red",30,7362,"US",18
"BEANR",2019-02-01,"Dry Bulk",167,"blue",30,2133,"BE",15
"GBLOW",2019-02-01,"Dry Bulk",160,"blue",30,4694,"GB",16
"SEYST",2019-02-01,"Dry Bulk",4,"blue",30,3797,"SE",9
"ESSVQ",2019-02-01,"Dry Bulk",75,"blue",30,9939,"ES",19
"DKNAK",2019-02-01,"Dry Bulk",149,"red",30,2786,"DK",2
"GBSOU",2019-02-01,"Dry Bulk",142,"blue",30,1719,"GB",10
"GBSSS",2019-02-01,"Dry Bulk",44,"red",30,233,"GB",11
"CIABJ",2019-02-01,"Dry Bulk",16,"blue",30,8686,"CI",7
"CMDLA",2019-02-01,"Dry Bulk",21,"red",30,9924,"CM",14
"GHTEM",2019-02-01,"Dry Bulk",23,"blue",30,7938,"GH",18
"COTRB",2019-02-01,"Dry Bulk",176,"blue",30,2292,"CO",9
"CRMOB",2019-02-01,"Dry Bulk",88,"red",30,3639,"CR",1
"DOMAN",2019-02-01,"Dry Bulk",143,"blue",30,330,"DO",10
"ARSPD",2019-02-01,"Dry Bulk",82,"blue",30,6658,"AR",14
"USNNS",2019-02-01,"Dry Bulk",121,"blue",30,3010,"US",3
"BEANR",2019-03-01,"Dry Bulk",192,"red",30,7320,"BE",20
"GBLOW",2019-03-01,"Dry Bulk",48,"blue",30,9765,"GB",9
"SEYST",2019-03-01,"Dry Bulk",39,"blue",30,9334,"SE",10
"ESSVQ",2019-03-01,"Dry Bulk",114,"blue",30,57,"ES",20
"DKNAK",2019-03-01,"Dry Bulk",123,"red",30,6183,"DK",19
"GBSOU",2019-03-01,"Dry Bulk",181,"red",30,461,"GB",10
"GBSSS",2019-03-01,"Dry Bulk",58,"blue",30,5457,"GB",15
"CIABJ",2019-03-01,"Dry Bulk",128,"red",30,1030,"CI",11
"CMDLA",2019-03-01,"Dry Bulk",116,"red",30,226,"CM",13
"GHTEM",2019-03-01,"Dry Bulk",68,"red",30,3460,"GH",3
"COTRB",2019-03-01,"Dry Bulk",131,"blue",30,5021,"CO",14
"CRMOB",2019-03-01,"Dry Bulk",55,"red",30,4973,"CR",5
"DOMAN",2019-03-01,"Dry Bulk",9,"blue",30,8293,"DO",4
"ARSPD",2019-03-01,"Dry Bulk",152,"blue",30,6688,"AR",17
"USNNS",2019-03-01,"Dry Bulk",186,"red",30,6696,"US",14
"BEANR",2019-04-01,"Dry Bulk",181,"blue",30,9048,"BE",15
"GBLOW",2019-04-01,"Dry Bulk",86,"red",30,8769,"GB",14
"SEYST",2019-04-01,"Dry Bulk",35,"blue",30,8648,"SE",6
"ESSVQ",2019-04-01,"Dry Bulk",8,"red",30,9965,"ES",5
"DKNAK",2019-04-01,"Dry Bulk",153,"red",30,2189,"DK",7
"GBSOU",2019-04-01,"Dry Bulk",168,"red",30,1472,"GB",19
"GBSSS",2019-04-01,"Dry Bulk",131,"blue",30,8882,"GB",15
"CIABJ",2019-04-01,"Dry Bulk",29,"red",30,2391,"CI",6
"CMDLA",2019-04-01,"Dry Bulk",97,"blue",30,8956,"CM",7
"GHTEM",2019-04-01,"Dry Bulk",121,"red",30,4221,"GH",6
"COTRB",2019-04-01,"Dry Bulk",165,"blue",30,6061,"CO",3
"CRMOB",2019-04-01,"Dry Bulk",12,"red",30,6746,"CR",18
"DOMAN",2019-04-01,"Dry Bulk",73,"red",30,8291,"DO",2
"ARSPD",2019-04-01,"Dry Bulk",186,"red",30,5987,"AR",8
"USNNS",2019-04-01,"Dry Bulk",164,"blue",30,1966,"US",15
"BEANR",2019-05-01,"Dry Bulk",157,"blue",30,2046,"BE",9
"GBLOW",2019-05-01,"Dry Bulk",3,"red",30,4513,"GB",15
"SEYST",2019-05-01,"Dry Bulk",10,"red",30,8297,"SE",6
"ESSVQ",2019-05-01,"Dry Bulk",19,"red",30,3927,"ES",15
"DKNAK",2019-05-01,"Dry Bulk",68,"red",30,6785,"DK",1
"GBSOU",2019-05-01,"Dry Bulk",153,"red",30,661,"GB",20
"GBSSS",2019-05-01,"Dry Bulk",52,"blue",30,9307,"GB",9
"CIABJ",2019-05-01,"Dry Bulk",48,"red",30,3566,"CI",12
"CMDLA",2019-05-01,"Dry Bulk",76,"blue",30,1302,"CM",15
"GHTEM",2019-05-01,"Dry Bulk",118,"red",30,604,"GH",16
"COTRB",2019-05-01,"Dry Bulk",18,"blue",30,9642,"CO",14
"CRMOB",2019-05-01,"Dry Bulk",195,"red",30,3265,"CR",8
"DOMAN",2019-05-01,"Dry Bulk",181,"red",30,2690,"DO",2
"ARSPD",2019-05-01,"Dry Bulk",34,"blue",30,8843,"AR",6
"USNNS",2019-05-01,"Dry Bulk",101,"blue",30,5169,"US",19
"BEANR",2019-06-01,"Dry Bulk",45,"blue",30,5847,"BE",19
"GBLOW",2019-06-01,"Dry Bulk",127,"blue",30,7283,"GB",6
"SEYST",2019-06-01,"Dry Bulk",173,"blue",30,7327,"SE",19
"ESSVQ",2019-06-01,"Dry Bulk",129,"red",30,7098,"ES",20
"DKNAK",2019-06-01,"Dry Bulk",48,"blue",30,458,"DK",19
"GBSOU",2019-06-01,"Dry Bulk",33,"blue",30,5037,"GB",2
"GBSSS",2019-06-01,"Dry Bulk",138,"blue",30,738,"GB",16
"CIABJ",2019-06-01,"Dry Bulk",84,"blue",30,2436,"CI",15
"CMDLA",2019-06-01,"Dry Bulk",75,"blue",30,2648,"CM",14
"GHTEM",2019-06-01,"Dry Bulk",163,"red",30,6457,"GH",15
"COTRB",2019-06-01,"Dry Bulk",154,"red",30,3023,"CO",2
"CRMOB",2019-06-01,"Dry Bulk",92,"red",30,4360,"CR",1
"DOMAN",2019-06-01,"Dry Bulk",55,"red",30,9189,"DO",16
"ARSPD",2019-06-01,"Dry Bulk",14,"red",30,2488,"AR",19
"USNNS",2019-06-01,"Dry Bulk",180,"red",30,4263,"US",10
"BEANR",2019-07-01,"Dry Bulk",67,"blue",30,8359,"BE",3
"GBLOW",2019-07-01,"Dry Bulk",85,"blue",30,5572,"GB",10
"SEYST",2019-07-01,"Dry Bulk",84,"red",30,2978,"SE",1
"ESSVQ",2019-07-01,"Dry Bulk",165,"red",30,1874,"ES",1
"DKNAK",2019-07-01,"Dry Bulk",150,"red",30,7087,"DK",4
"GBSOU",2019-07-01,"Dry Bulk",144,"blue",30,1868,"GB",3
"GBSSS",2019-07-01,"Dry Bulk",81,"blue",30,601,"GB",7
"CIABJ",2019-07-01,"Dry Bulk",96,"blue",30,647,"CI",1
"CMDLA",2019-07-01,"Dry Bulk",75,"red",30,5816,"CM",16
"GHTEM",2019-07-01,"Dry Bulk",15,"blue",30,672,"GH",11
"COTRB",2019-07-01,"Dry Bulk",128,"blue",30,8042,"CO",5
"CRMOB",2019-07-01,"Dry Bulk",2,"red",30,3295,"CR",3
"DOMAN",2019-07-01,"Dry Bulk",158,"red",30,1426,"DO",9
"ARSPD",2019-07-01,"Dry Bulk",109,"blue",30,5519,"AR",19
"USNNS",2019-07-01,"Dry Bulk",15,"blue",30,2891,"US",13
"BEANR",2019-08-01,"Dry Bulk",74,"red",30,3258,"BE",13
"GBLOW",2019-08-01,"Dry Bulk",61,"blue",30,5527,"GB",12
"SEYST",2019-08-01,"Dry Bulk",176,"red",30,1038,"SE",18
"ESSVQ",2019-08-01,"Dry Bulk",147,"blue",30,2724,"ES",7
"DKNAK",2019-08-01,"Dry Bulk",173,"blue",30,6300,"DK",18
"GBSOU",2019-08-01,"Dry Bulk",85,"red",30,3328,"GB",16
"GBSSS",2019-08-01,"Dry Bulk",179,"red",30,1245,"GB",3
"CIABJ",2019-08-01,"Dry Bulk",105,"red",30,8176,"CI",11
"CMDLA",2019-08-01,"Dry Bulk",101,"blue",30,2783,"CM",19
"GHTEM",2019-08-01,"Dry Bulk",105,"blue",30,4924,"GH",4
"COTRB",2019-08-01,"Dry Bulk",63,"red",30,645,"CO",15
"CRMOB",2019-08-01,"Dry Bulk",44,"red",30,9880,"CR",8
"DOMAN",2019-08-01,"Dry Bulk",194,"blue",30,7713,"DO",10
"ARSPD",2019-08-01,"Dry Bulk",142,"blue",30,9046,"AR",16
"USNNS",2019-08-01,"Dry Bulk",79,"red",30,4533,"US",19
"BEANR",2019-09-01,"Dry Bulk",19,"red",30,4497,"BE",5
"GBLOW",2019-09-01,"Dry Bulk",48,"red",30,1854,"GB",20
"SEYST",2019-09-01,"Dry Bulk",61,"blue",30,3043,"SE",4
"ESSVQ",2019-09-01,"Dry Bulk",54,"blue",30,1732,"ES",10
"DKNAK",2019-09-01,"Dry Bulk",63,"blue",30,6555,"DK",14
"GBSOU",2019-09-01,"Dry Bulk",117,"blue",30,6558,"GB",17
"GBSSS",2019-09-01,"Dry Bulk",11,"red",30,3777,"GB",5
"CIABJ",2019-09-01,"Dry Bulk",38,"red",30,2241,"CI",14
"CMDLA",2019-09-01,"Dry Bulk",139,"red",30,9937,"CM",5
"GHTEM",2019-09-01,"Dry Bulk",161,"blue",30,9278,"GH",13
"COTRB",2019-09-01,"Dry Bulk",29,"blue",30,8059,"CO",16
"CRMOB",2019-09-01,"Dry Bulk",200,"red",30,2494,"CR",10
"DOMAN",2019-09-01,"Dry Bulk",58,"blue",30,2107,"DO",10
"ARSPD",2019-09-01,"Dry Bulk",161,"red",30,3967,"AR",1
"USNNS",2019-09-01,"Dry Bulk",51,"blue",30,8696,"US",19
"BEANR",2019-10-01,"Dry Bulk",127,"red",30,8890,"BE",11
"GBLOW",2019-10-01,"Dry Bulk",186,"blue",30,9940,"GB",8
"SEYST",2019-10-01,"Dry Bulk",45,"red",30,446,"SE",2
"ESSVQ",2019-10-01,"Dry Bulk",126,"blue",30,7070,"ES",8
"DKNAK",2019-10-01,"Dry Bulk",197,"blue",30,7443,"DK",14
"GBSOU",2019-10-01,"Dry Bulk",167,"blue",30,7612,"GB",11
"GBSSS",2019-10-01,"Dry Bulk",62,"red",30,6921,"GB",8
"CIABJ",2019-10-01,"Dry Bulk",37,"red",30,939,"CI",10
"CMDLA",2019-10-01,"Dry Bulk",192,"blue",30,474,"CM",9
"GHTEM",2019-10-01,"Dry Bulk",170,"red",30,366,"GH",3
"COTRB",2019-10-01,"Dry Bulk",174,"red",30,7581,"CO",5
"CRMOB",2019-10-01,"Dry Bulk",10,"blue",30,3721,"CR",12
"DOMAN",2019-10-01,"Dry Bulk",61,"blue",30,1539,"DO",15
"ARSPD",2019-10-01,"Dry Bulk",52,"red",30,8567,"AR",20
"USNNS",2019-10-01,"Dry Bulk",8,"blue",30,6424,"US",2
"BEANR",2019-11-01,"Dry Bulk",120,"red",30,8443,"BE",11
"GBLOW",2019-11-01,"Dry Bulk",157,"blue",30,7970,"GB",15
"SEYST",2019-11-01,"Dry Bulk",115,"blue",30,2484,"SE",19
"ESSVQ",2019-11-01,"Dry Bulk",93,"blue",30,7316,"ES",2
"DKNAK",2019-11-01,"Dry Bulk",11,"red",30,5518,"DK",13
"GBSOU",2019-11-01,"Dry Bulk",50,"red",30,6729,"GB",6
"GBSSS",2019-11-01,"Dry Bulk",65,"red",30,729,"GB",5
"CIABJ",2019-11-01,"Dry Bulk",200,"blue",30,4589,"CI",13
"CMDLA",2019-11-01,"Dry Bulk",73,"red",30,3255,"CM",7
"GHTEM",2019-11-01,"Dry Bulk",159,"blue",30,81,"GH",11
"COTRB",2019-11-01,"Dry Bulk",3,"red",30,4848,"CO",15
"CRMOB",2019-11-01,"Dry Bulk",75,"blue",30,5230,"CR",5
"DOMAN",2019-11-01,"Dry Bulk",42,"red",30,1273,"DO",19
"ARSPD",2019-11-01,"Dry Bulk",69,"red",30,2970,"AR",5
"USNNS",2019-11-01,"Dry Bulk",132,"blue",30,5819,"US",20
"BEANR",2019-12-01,"Dry Bulk",27,"red",30,5059,"BE",2
"GBLOW",2019-12-01,"Dry Bulk",200,"blue",30,5092,"GB",2
"SEYST",2019-12-01,"Dry Bulk",104,"blue",30,2636,"SE",3
"ESSVQ",2019-12-01,"Dry Bulk",185,"red",30,5771,"ES",15
"DKNAK",2019-12-01,"Dry Bulk",162,"red",30,8113,"DK",14
"GBSOU",2019-12-01,"Dry Bulk",8,"red",30,3926,"GB",16
"GBSSS",2019-12-01,"Dry Bulk",57,"red",30,5228,"GB",5
"CIABJ",2019-12-01,"Dry Bulk",35,"red",30,3750,"CI",12
"CMDLA",2019-12-01,"Dry Bulk",42,"blue",30,5069,"CM",14
"GHTEM",2019-12-01,"Dry Bulk",33,"red",30,5113,"GH",16
"COTRB",2019-12-01,"Dry Bulk",97,"red",30,1086,"CO",3
"CRMOB",2019-12-01,"Dry Bulk",21,"red",30,7729,"CR",5
"DOMAN",2019-12-01,"Dry Bulk",80,"red",30,9232,"DO",20
"ARSPD",2019-12-01,"Dry Bulk",184,"blue",30,5970,"AR",16
"USNNS",2019-12-01,"Dry Bulk",129,"blue",30,6439,"US",8
"BEANR",2020-01-01,"Dry Bulk",164,"blue",30,317,"BE",2
"GBLOW",2020-01-01,"Dry Bulk",66,"red",30,5051,"GB",14
"SEYST",2020-01-01,"Dry Bulk",38,"blue",30,7324,"SE",1
"ESSVQ",2020-01-01,"Dry Bulk",105,"red",30,2018,"ES",13
"DKNAK",2020-01-01,"Dry Bulk",105,"red",30,4098,"DK",15
"GBSOU",2020-01-01,"Dry Bulk",74,"red",30,9625,"GB",18
"GBSSS",2020-01-01,"Dry Bulk",156,"blue",30,9081,"GB",6
"CIABJ",2020-01-01,"Dry Bulk",161,"red",30,2596,"CI",6
"CMDLA",2020-01-01,"Dry Bulk",199,"blue",30,6903,"CM",10
"GHTEM",2020-01-01,"Dry Bulk",74,"blue",30,8761,"GH",19
"COTRB",2020-01-01,"Dry Bulk",106,"red",30,5156,"CO",13
"CRMOB",2020-01-01,"Dry Bulk",130,"red",30,1341,"CR",13
"DOMAN",2020-01-01,"Dry Bulk",143,"red",30,4141,"DO",16
